NZZ_ID;Token_ID;not_of_interest;non-psych;X-STM_V_Y-EXP;X-STM_V;sein_V-PII;werden_V-PII;X_lassen_refl_V;X_V_refl;refl_V-PII_zeigen;NoAux_V-PII;Acc/Dat-EXP_V;wirken/scheinen_V-PII;X-CAUS_V_Y-EXP_PP;Nom-EXP_V;EXP_V_refl_Gen-STM;sein_zu-Inf;tough;Stimulus_Type;Stimulus_PP;Control;Other_stimulus_adjunct;Comment;Misc;Misc 2
NZZ_1993_08_28_a178_seg2_s7;24;x;;;;;;;;;;;;;;;;;;;;;duplicate;;
NZZ_1993_08_28_a64_seg2_s3;57;;x;x;;;;;;;;;;;;;;;anim;;x;;;;
NZZ_1993_08_28_a68_seg7_s3;26;;x;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_28_a85_seg2_s16;3;;x;;x;;;;;;;;;;;;;;ambiguous;;;;;final;
NZZ_1993_08_30_a56_seg2_s17;2;;;x;;;;;;;;;;;;;;;ambiguous;;;;psych_ambiguous;psych?;
NZZ_1993_08_30_a62_seg4_s3;18;;x;x;;;;;;;;;;;;;;;inanim;;;;psych_ambiguous;psych?;
NZZ_1993_12_01_a48_seg2_s17;4;;x;;x;;;;;;;;;;;;;;inanim;;;;;final;
NZZ_1993_12_01_a49_seg2_s5;2;;x;;x;;;;;;;;;;;;;;inanim;;;;result_PP, pronominal_adverb;;
NZZ_1993_12_01_a55_seg8_s8;8;;x;;x;;;;;;;;;;;;;;inanim;;;;;final;
NZZ_1993_12_01_a96_seg2_s2;19;;x;;x;;;;;;;;;;;;;;inanim;;;;psych_ambiguous;psych?;
NZZ_1993_12_02_a112_seg6_s3;29;;x;;x;;;;;;;;;;;;;;inanim;;;;;final;
NZZ_1993_12_02_a116_seg6_s20;21;;x;x;;;;;;;;;;;;;;;inanim;;;;ungrammatical;;
NZZ_1993_12_02_a128_seg7_s2;3;;;x;;;;;;;;;;;;;;;inanim;;;;psych_ambiguous;psych?;
NZZ_1993_12_03_a132_seg3_s4;6;;x;;x;;;;;;;;;;;;;;inanim;;;;;final;
NZZ_1993_12_03_a21_seg10_s2;6;;x;x;;;;;;;;;;;;;;;inanim;;;;psych_ambiguous;;
NZZ_1993_12_03_a235_seg2_s28;2;;;;x;;;;;;;;;;;;;;propositional;;;;psych_ambiguous;psych?, es + wenn;
NZZ_1993_12_03_a76_seg2_s7;18;;x;x;;;;;;;;;;;;;;;anim;;;;collocation;;
NZZ_1993_12_04_a117_seg2_s192;19;;x;;x;;;;;;;;;;;;;;inanim;;;;STM_coordination, EXP-indicating_adjunct;für-PP;
NZZ_1993_12_04_a160_seg14_s2;14;;;;x;;;;;;;;;;;;;;inanim;;;;psych_ambiguous, STM_coordination;psych?;
NZZ_1993_12_04_a160_seg16_s16;27;;x;x;;;;;;;;;;;;;;;anim;;x;;;final;
NZZ_1993_12_04_a163_seg8_s7;21;;x;;x;;;;;;;;;;;;;;inanim;;;;;final;
NZZ_1993_12_04_a187_seg3_s4;3;;x;x;;;;;;;;;;;;;;;inanim;;;;psych_ambiguous, transitive refl;psych? (metaphoric);
NZZ_1993_12_04_a35_seg2_s21;24;;x;;x;;;;;;;;;;;;;;inanim;;;;STM_coordination;final;
NZZ_1993_12_04_a56_seg3_s1;22;;x;x;;;;;;;;;;;;;;;inanim;;;;psych_ambiguous, collocation;psych?;
NZZ_1993_12_04_a62_seg8_s22;16;;;x;;;;;;;;;;;;;;;inanim;;;;EXP-related_object;psych?;
NZZ_1993_12_06_a76_seg3_s4;2;;x;;x;;;;;;;;;;;;;;inanim;;;;;für-PP;
